Cluster Index	Z	x	y	z	
13	6.34	44	-70	-2
13	6.18	48	-74	-6
13	5.6	24	-40	-20
13	5.54	42	-88	4
13	5.41	48	-54	8
13	4.97	24	-68	-16
12	7.4	-40	-30	70
12	7.04	-30	-20	76
12	6.5	-34	-22	72
12	6.28	-46	-32	66
12	6.19	-24	-14	78
12	5.95	-34	-22	44
11	6.42	-52	-72	-2
11	5.89	-36	-90	4
11	5.46	-44	-72	-12
11	5.41	-44	-82	-2
11	5.33	-40	-82	0
11	5.3	-42	-76	-14
10	5.06	-2	-6	60
10	4.97	0	-8	66
10	4.83	-4	-6	56
10	4.27	12	6	76
10	3.98	6	2	64
10	3.87	16	-2	78
9	7.05	-50	-44	4
9	4.77	-40	-52	20
9	4.3	-50	-52	12
9	3.62	-60	-42	8
8	5.04	6	-22	28
8	4.52	4	-24	32
8	4.14	10	-28	26
8	3.5	-4	-30	26
7	5.82	30	-52	50
7	4.28	30	-54	42
7	3.44	26	-48	40
6	4.93	-20	-62	70
6	4.05	-26	-62	62
6	3.46	-10	-60	68
6	3.34	-32	-56	64
5	4.49	2	18	40
5	3.87	12	10	42
5	3.63	6	12	50
5	3.44	6	8	42
4	4.75	-8	-16	12
4	4.44	-12	-18	8
3	4.71	-24	-62	36
3	3.52	-26	-68	28
3	3.4	-22	-68	42
3	3.29	-26	-72	30
2	3.9	-20	10	4
2	3.74	-14	8	14
1	4.6	40	-74	28
1	4.43	36	-64	26
1	3.61	32	-68	22
