Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	1517	1.14e-20	19.9	6.68	-32	-14	70	-39.7	-20.7	54.9	914	-32	-14	70	262
7	1048	5.83e-16	15.2	6.86	-38	-88	8	-37.9	-79.1	-1.07	527	-18	-82	-12	246
6	730	2.36e-12	11.6	6.75	42	-88	8	42.5	-78.8	-4.49	552	44	-78	-18	227
5	396	5.96e-08	7.22	5.86	22	-70	60	20.9	-62.8	49	608	22	-70	60	264
4	110	0.0072	2.14	4.8	-38	-52	50	-35.2	-48.1	53.7	328	-38	-52	62	217
3	96	0.0152	1.82	4.71	-40	-60	-10	-38.1	-59.7	-10.6	305	-30	-58	-16	205
2	93	0.0179	1.75	4.24	32	-58	-16	29.6	-55.2	-19.4	328	32	-58	-20	215
1	84	0.0295	1.53	4.44	-18	-64	60	-21.8	-64	55.9	570	-16	-68	56	296
