Cluster Index	Z	x	y	z	
8	6.68	-32	-14	70
8	6.4	-38	-20	54
8	6.25	-38	-16	66
8	5.54	-34	-22	44
8	5.21	-54	-24	22
8	5.14	-28	-24	50
7	6.86	-38	-88	8
7	6.85	-42	-86	4
7	6.64	-50	-72	2
7	6.38	-18	-80	-12
7	5.27	-38	-86	-6
7	5.1	-44	-66	4
6	6.75	42	-88	8
6	5.83	48	-86	-2
6	5.8	42	-76	-18
6	5.23	46	-66	-6
6	5.21	50	-76	-4
6	5.06	42	-60	-16
5	5.86	22	-70	60
5	5.81	24	-60	40
5	5.13	24	-66	46
5	4.65	10	-66	50
5	4.46	12	-68	56
5	3.95	26	-52	38
4	4.8	-38	-52	50
4	4.19	-34	-42	56
4	4.06	-38	-54	58
4	3.29	-32	-38	60
3	4.71	-40	-60	-10
3	4.64	-38	-58	-6
3	4.31	-32	-58	-16
2	4.24	32	-58	-16
2	4.22	30	-58	-20
2	4.08	26	-56	-16
1	4.44	-18	-64	60
1	4.27	-22	-68	60
1	4.04	-26	-60	50
