Cluster Index	Z	x	y	z	
15	8.05	-50	-20	12
15	7.95	-44	-64	16
15	7.84	-48	-70	-4
15	7.33	-42	-86	2
15	7.19	-42	-74	2
15	7.17	-46	-62	-8
14	8.92	44	-56	-4
14	7.34	32	-64	50
14	7.21	48	-48	-12
14	7.15	38	-84	0
14	7.13	42	-54	10
14	7.08	34	-62	58
13	7.07	8	20	40
13	6.12	-2	6	38
13	6.09	-4	6	48
13	5.92	-8	0	50
13	5.69	6	6	52
13	5.56	8	24	34
12	7.93	12	-14	8
12	6.5	50	14	-6
12	6.3	24	10	8
12	6.14	66	-2	2
12	5.86	56	12	-4
12	5.49	44	24	-6
11	6.61	34	10	64
11	6.24	44	-2	50
11	5.6	54	10	38
11	5.25	22	14	68
11	5.06	48	24	24
11	4.96	28	4	68
10	6.12	-30	-64	36
10	6.11	-24	-58	42
10	5.42	-30	-58	40
10	5.24	-30	-68	42
10	5.08	-24	-64	50
10	3.95	-24	-44	44
9	4.34	-18	-66	2
9	4.19	-14	-62	10
9	4.17	2	-74	-4
9	3.97	-18	-60	0
9	3.92	-18	-58	4
9	3.81	-2	-74	6
8	6.26	-16	-40	-48
8	4.45	4	-36	-46
8	3.43	-6	-38	-42
8	3.4	4	-38	-54
7	4.88	44	2	14
7	3.84	34	-6	14
7	3.45	38	6	8
6	4.47	-2	-52	-42
6	4.42	-14	-56	-36
5	4.71	-26	-4	-44
5	4.32	-28	-12	-40
5	3.77	-32	-2	-36
4	4.88	18	-26	-6
4	3.77	24	-22	-8
3	4.4	-26	-54	-52
3	4.39	-22	-56	-54
3	3.43	-38	-48	-54
2	4.31	38	50	18
2	3.78	36	56	10
2	3.72	36	46	28
2	3.5	38	60	8
1	4.02	-10	-40	58
1	3.64	-10	-48	62
1	3.57	-4	-46	52
1	3.54	-4	-50	54
