Cluster Index	Z	x	y	z	
8	8.58	-40	-72	-14
8	7.8	-30	-96	0
8	7.52	-38	-92	-10
8	7.08	-22	-92	-6
8	6.41	-28	-92	12
8	6.29	-44	-66	0
7	6.94	24	-86	-12
7	6.57	18	-88	-6
7	6.38	18	-90	-12
7	6.21	30	-96	0
7	5.78	30	-74	-18
7	5.6	28	-86	8
6	6.08	24	-58	-18
6	6	24	-50	-14
6	5.96	26	-54	-16
6	4.38	42	-52	-16
6	4.32	30	-44	-20
6	4.25	30	-50	-26
5	4.9	-38	-34	44
5	4.69	-46	-32	52
5	4.39	-34	-26	50
5	4.31	-58	-30	50
5	4.1	-38	-28	56
5	4.03	-54	-34	58
4	5.84	42	-60	44
4	4.02	30	-56	50
4	3.85	36	-68	52
4	3.72	36	-48	48
4	3.28	24	-60	44
3	5.16	32	-78	20
3	4.34	34	-68	28
2	4.93	-24	-84	32
1	5.08	-28	-10	74
