Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	3121	5.6e-34	33.3	8.42	42	-80	-10	33.7	-73.8	11.5	992	24	-76	56	274
8	2139	3.23e-26	25.5	8.29	-58	-24	46	-38.1	-33.3	56.3	621	-40	-12	64	251
7	1992	5.83e-25	24.2	8.59	-38	-90	-4	-32.7	-82.4	6.69	695	-38	-90	-4	255
6	1101	1.6e-16	15.8	6.79	42	-46	48	44.1	-30.6	51.9	474	48	-24	62	241
5	612	6.93e-11	10.2	7.52	8	-10	58	0.83	-2.43	54.4	400	2	4	56	240
4	181	0.000242	3.62	6.42	66	-10	16	64.3	-17.9	18.8	513	66	-14	18	268
3	158	0.000685	3.16	5.49	34	-2	68	29.8	-4.52	59.1	502	34	-2	68	225
2	100	0.0122	1.91	5.44	-26	-62	-6	-25	-61.4	-3.8	351	-26	-62	0	234
1	78	0.0414	1.38	5.59	-52	-18	14	-53.1	-17.6	13.1	360	-52	-18	14	230
