Cluster Index	Z	x	y	z	
8	8.45	-38	-30	52
8	6.16	-30	-48	38
8	5.95	-44	-22	50
8	5.7	-58	-22	38
8	5.66	-46	-36	40
8	5.62	-44	-38	44
7	5.38	36	-50	-22
7	5.32	44	-62	-4
7	5.03	48	-68	-2
7	5	40	-46	-28
7	4.93	48	-62	-18
7	4.83	34	-42	-26
6	6.38	-42	-62	-10
6	6.13	-38	-82	-2
6	5.95	-42	-74	-10
6	5.88	-44	-74	-14
6	5.73	-38	-70	-10
6	5.27	-46	-68	4
5	5.2	50	-24	36
5	4.96	34	-52	52
5	4.8	40	-38	44
5	4.49	36	-42	50
5	4.42	28	-48	42
5	4.42	42	-34	38
4	5.75	36	-72	20
4	4.89	28	-78	20
4	4.61	32	-64	26
4	3.24	32	-70	32
3	7.19	-30	-78	18
3	4.53	-26	-70	24
3	3.54	-24	-76	26
2	6.48	-6	-18	56
1	5.2	-62	0	38
