Cluster Index	Z	x	y	z	
14	7.37	-40	-26	68
14	6.12	-52	-16	58
14	6.05	-30	-26	74
14	5.74	-46	-36	68
14	5.11	-20	-24	80
14	5.08	-64	-24	42
13	6.59	40	-74	-8
13	5.41	50	-68	-6
13	5.18	42	-60	-12
13	5.12	52	-66	6
13	4.93	30	-86	-4
13	4.55	24	-80	-10
12	6.6	-52	-68	4
12	5.04	-38	-78	-10
12	5.02	-42	-78	0
12	4.96	-42	-86	-6
12	4.77	-46	-74	-6
12	4.31	-32	-84	-10
11	6.8	46	-48	-20
11	6.01	34	-46	-16
10	5.24	54	-2	48
10	4.75	58	-22	28
10	4.49	48	-6	58
10	4.2	56	-18	34
10	3.95	66	-10	40
10	3.93	60	-14	48
9	5.11	-32	-42	40
9	4.31	-36	-54	54
8	5.75	-38	2	14
7	4.84	14	6	36
7	4.71	12	12	38
6	5.15	-62	-46	24
6	4.89	-64	-46	18
5	4.74	-4	0	54
5	3.63	6	-6	54
4	5.94	66	-42	20
4	3.55	58	-42	28
3	5.26	50	-24	-4
3	4.83	56	-24	-4
2	4.71	-22	-92	0
2	4.47	-26	-96	10
1	5.4	42	-12	66
1	3.85	38	2	62
1	3.77	38	-2	62
1	3.29	38	-20	70
