Cluster Index	Z	x	y	z	
21	6.11	-48	-64	-6
21	5.98	-42	-70	6
21	5.83	-40	-70	-8
21	5.44	-16	-92	-6
21	5.35	-32	-92	6
21	5.31	-32	-86	-2
20	5.95	48	-62	-12
20	5.7	44	-68	4
20	5.69	28	-82	10
20	5.4	54	-68	-4
20	5.36	34	-88	14
20	5.05	40	-82	0
19	6.72	-50	-2	-2
19	5.39	-24	2	6
19	4.85	-44	4	-4
19	4.64	-16	-22	6
19	4.54	-22	12	2
19	4.49	-48	8	-6
18	6.37	42	0	12
18	4.51	52	6	-2
18	4.47	56	8	14
18	4.44	32	-2	-2
18	4.19	32	-2	-12
18	4.18	44	14	-4
17	5.8	-26	-56	58
17	5.52	-40	-44	54
17	5.42	-36	-44	44
17	5.37	-42	-42	58
17	5.32	-56	-24	36
17	4.98	-22	-60	40
16	6.95	-2	0	60
16	5.34	2	8	56
16	5.19	-8	12	40
16	5.14	-4	8	46
16	4.85	6	2	72
16	4.07	-2	18	28
15	5.93	34	-58	54
15	5.36	30	-58	40
15	4.47	40	-38	46
15	4.35	34	-48	58
15	4.2	20	-58	50
15	3.99	46	-34	44
14	5.39	66	-38	26
14	5.03	60	-44	10
14	4.98	56	-46	14
14	4.74	56	-48	8
14	4.69	60	-60	12
14	4.31	56	-38	2
13	5.49	30	-54	-20
13	5.4	30	-44	-24
13	4.63	24	-40	-20
13	4.15	20	-40	-16
13	4.1	40	-48	-28
13	3.32	16	-48	-12
12	5	52	4	34
12	4.83	48	8	28
12	4.82	50	-2	32
12	4.63	52	12	26
12	4.61	36	0	30
12	3.58	52	6	48
11	4.85	-54	8	32
11	4.36	-60	4	28
11	4.1	-42	6	28
11	3.98	-46	2	30
11	3.67	-48	-6	38
11	3.3	-52	22	36
10	4.09	0	-56	50
10	4.05	0	-52	56
10	3.5	-4	-48	46
10	3.38	-10	-52	50
10	3.36	-6	-52	48
9	4.21	10	-16	4
9	4.19	6	-18	4
8	4.62	-60	-34	30
8	4.13	-60	-40	24
8	3.84	-50	-42	28
7	4.39	-10	-22	48
7	4.27	-8	-14	42
6	4.26	-62	-18	18
6	4.03	-62	-24	26
6	3.37	-60	-10	20
6	3.29	-56	-12	22
5	5.79	62	-18	24
4	4.56	-40	38	18
4	3.68	-36	28	20
3	4.54	-40	-2	56
3	3.56	-36	-8	58
2	4.66	-44	-50	12
1	4.03	30	44	36
1	4	28	42	28
1	3.79	32	32	32
1	3.69	32	28	34
