Cluster Index	Z	x	y	z	
16	7.38	34	-82	24
16	7.13	30	-84	34
16	6.85	40	-88	-2
16	6.76	36	-46	42
16	6.72	30	-58	48
16	6.51	18	-86	-10
15	6.64	-28	-76	24
15	6.37	-28	-72	42
15	6.16	-22	-82	22
15	5.95	-24	-90	26
15	5.63	-32	-82	28
15	5.28	-38	-66	54
14	5.96	2	10	52
14	5.69	-6	-12	56
14	5.59	-2	-6	58
14	5.23	0	-8	68
14	5.2	-2	0	54
14	4.97	-10	-6	76
13	6.35	-42	-34	38
13	5.9	-58	-26	34
13	5.51	-38	-40	52
13	4.85	-42	-42	48
13	4.55	-50	-46	60
13	4.51	-48	-50	58
12	6.75	-44	-66	0
12	4.89	-42	-68	-16
12	4.09	-50	-68	10
11	7.72	56	12	32
11	4.54	46	6	26
11	4.48	56	24	30
11	4.22	50	26	24
11	3.81	44	30	26
11	3.64	44	26	24
10	5.93	34	24	6
10	5.69	34	28	4
10	5.11	44	22	6
10	4.42	54	16	-4
10	4.16	40	14	4
10	4.11	50	20	-6
9	7.56	-22	-94	10
9	7.11	-36	-88	-4
9	4.73	-28	-92	-6
9	4.07	-38	-86	8
8	7.92	-56	-2	40
8	7.76	-60	2	42
7	4.62	22	-48	-26
7	4.52	30	-44	-28
7	4.41	36	-42	-30
7	3.5	14	-46	-18
7	3.45	10	-52	-14
6	5.45	-42	-26	68
6	4.78	-38	-24	62
5	5.2	-30	-10	60
5	4.94	-30	-6	52
5	3.45	-26	-16	54
4	4.54	-16	-16	14
4	4.38	-14	-20	12
4	3.48	-8	-10	6
3	4.43	-32	30	2
3	4.13	-34	24	-4
2	4.99	-36	16	10
1	4.54	42	-70	-14
1	4.27	40	-66	-16
1	4.09	46	-62	-14
