Cluster Index	Z	x	y	z	
18	7.55	42	-86	6
18	7.49	24	-60	-16
18	7.39	-48	-80	-10
18	7.16	38	-44	-28
18	7.1	-28	-74	26
18	7.08	28	-44	-20
17	7.7	-56	-34	54
17	7.66	-30	-44	68
17	7.33	-26	2	74
17	6.87	-56	-40	56
17	6.8	-42	-36	64
17	6.64	-40	-40	66
16	6.17	56	14	38
16	5.8	36	8	30
16	5.45	48	14	34
16	4.78	38	2	32
16	4.64	54	4	46
16	4.55	58	4	42
15	5.8	8	-4	14
15	5.04	-12	-14	20
15	4.68	-8	-6	14
15	4.63	-14	-10	24
15	4.56	-14	-18	20
15	4.14	-16	-2	26
14	6.36	36	-44	-50
14	4.68	42	-58	-56
14	4.08	30	-52	-54
14	3.66	30	-48	-58
14	3.56	26	-46	-56
14	3.4	42	-50	-44
13	5.76	-56	6	44
13	5.5	-48	2	46
13	5.23	-46	4	36
13	4.85	-56	-2	46
13	4.7	-50	6	54
13	4.32	-54	10	34
12	5.52	4	16	46
12	5.34	0	6	46
12	3.9	0	-2	40
12	3.46	2	14	36
12	3.38	10	20	52
11	4.92	26	56	0
11	4.49	26	68	-4
11	4.28	22	68	-8
11	4.2	22	58	-6
10	6.03	36	0	14
10	4.87	40	2	4
10	4.03	36	2	-4
10	3.24	48	0	6
9	4.93	48	18	-4
9	4.63	54	16	-6
8	4.64	56	-26	0
8	4.2	50	-26	-6
8	4.1	48	-34	6
8	3.57	56	-32	6
8	3.48	46	-28	4
7	5.44	-4	-26	82
7	3.84	8	-32	84
7	3.68	6	-28	82
7	3.6	0	-30	78
6	5.24	44	40	32
6	5.06	40	42	30
6	4.44	44	32	30
5	6.04	-54	10	0
5	4.15	-50	16	-12
4	5.12	40	22	-18
4	4.25	44	30	-12
4	3.68	40	34	-16
3	4.24	-60	-50	18
3	4.23	-62	-50	22
2	4.55	-40	-44	-52
2	4.17	-34	-54	-56
2	3.3	-24	-42	-54
2	3.21	-28	-44	-54
1	4.29	-62	-26	24
1	3.95	-58	-30	18
1	3.51	-68	-26	20
