Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	39276	0	191	10.2	40	-82	-2	5.35	-42.8	9.81	1.31e+03	26	-88	-14	284
8	664	8.57e-12	11.1	4.85	-30	-30	8	-48.4	-26.9	12.2	450	-58	-30	10	241
7	487	2e-09	8.7	6.57	24	56	4	29.7	58.6	6.04	535	28	62	2	268
6	212	4.94e-05	4.31	4.76	-34	54	20	-30.9	51	19.1	314	-34	54	20	203
5	211	5.15e-05	4.29	5.6	-42	6	34	-39.3	4.6	32.7	382	-42	6	34	218
4	129	0.00231	2.64	5.16	-50	8	0	-51.1	8.78	1.73	430	-56	12	2	289
3	100	0.0106	1.97	5.18	-22	-14	66	-20.9	-12	67.3	247	-22	-14	66	177
2	83	0.0277	1.56	4.93	2	16	72	4.08	19.7	69.8	647	4	22	68	476
1	75	0.0442	1.35	4.03	30	32	32	26	33.5	29.4	242	30	32	32	173
