Cluster Index	Z	x	y	z	
9	10.2	40	-82	-2
9	8.99	38	-56	-12
9	8.98	38	-88	-6
9	8.89	-30	-72	-18
9	8.76	-38	-86	-2
9	8.76	-32	-86	-6
8	4.85	-30	-30	8
8	4.78	-46	-32	12
8	4.73	-36	-40	2
8	4.67	-36	-34	10
8	4.65	-40	-34	18
8	4.61	-58	-18	12
7	6.57	24	56	4
7	4.22	42	62	2
7	4.09	38	64	-4
7	4.01	36	64	18
7	4	24	46	14
7	3.91	30	60	12
6	4.76	-34	54	20
6	3.89	-34	42	20
6	3.87	-26	54	20
6	3.85	-26	46	14
6	3.8	-36	44	24
6	3.52	-28	58	12
5	5.6	-42	6	34
5	3.8	-46	4	24
5	3.5	-36	-4	36
4	5.16	-50	8	0
3	5.18	-22	-14	66
3	3.73	-14	-6	70
3	3.38	-20	-14	74
3	3.24	-26	-6	60
2	4.93	2	16	72
2	4.85	6	22	72
2	4.79	2	20	72
2	3.46	4	20	62
1	4.03	30	32	32
1	3.85	24	38	28
1	3.74	26	28	28
1	3.47	24	34	30
1	3.41	24	36	24
