Cluster Index	Z	x	y	z	
14	11	-24	-58	60
14	9.48	-34	-20	68
14	9.12	-24	-52	48
14	9.06	-44	-20	68
14	8.85	-36	-30	42
14	8.75	-56	-24	40
13	8.97	-32	-70	-6
13	7.91	-36	-76	-4
13	7.45	-42	-48	-14
13	7.3	-22	-96	-4
13	7.18	-32	-90	4
13	7.15	-28	-88	-10
12	8.06	46	-66	-8
12	8.01	44	-66	-12
12	7.75	40	-84	-2
12	7.7	46	-68	-16
12	7.42	18	-92	-4
12	7.39	32	-88	-2
11	7.48	6	30	34
11	7.44	-4	0	48
11	7.39	-4	8	46
11	7.21	-2	6	52
11	7.15	34	0	64
11	6.68	-2	-4	64
10	6.47	-50	16	-2
10	6.09	10	2	8
10	5.73	-30	18	12
10	5.66	-34	-6	14
10	5.31	12	-4	14
10	5.17	-10	-2	14
9	5.57	50	18	-2
9	5.1	30	20	-8
9	5.08	52	18	-12
9	4.97	42	12	0
9	4.76	32	24	-2
9	4.76	34	12	10
8	6.94	-56	6	26
8	6.3	-54	0	32
8	5.08	-48	4	36
8	4.94	-46	2	32
8	4.76	-60	6	12
7	6.28	44	8	26
7	5.72	52	6	12
7	5.69	54	4	8
7	5.31	50	8	36
7	4.51	56	8	22
7	3.3	58	10	2
6	6.8	-52	-44	26
6	6.57	-46	-46	2
6	6.49	-46	-46	6
6	5.59	-46	-48	12
6	5.33	-50	-54	14
6	4.52	-54	-42	4
5	4.64	38	52	14
5	4.53	42	46	10
5	4.17	36	48	34
5	3.86	38	48	20
5	3.85	38	50	28
5	3.72	44	44	22
4	5.59	-48	34	24
3	4.89	-26	62	20
3	4.4	-28	58	16
3	4.38	-22	50	18
3	4.32	-22	66	14
3	3.7	-28	58	26
2	5.92	-32	46	30
1	4.99	-26	-64	-54
1	4.11	-32	-68	-52
1	3.88	-18	-62	-54
