Cluster Index	Z	x	y	z	
20	8.56	-38	-78	-16
20	8.28	-32	-92	-6
20	7.06	-38	-92	8
20	6.99	-18	-90	-10
20	6.77	-36	-62	-24
20	6.61	-16	-76	-16
19	9.04	44	-68	-2
19	8.95	42	-82	-2
19	8.29	40	-58	-22
19	7.47	50	-72	-6
19	7.43	34	-56	-22
19	7.28	32	-78	-18
18	7.84	30	-80	46
18	6.24	36	-60	54
18	6.04	38	-58	62
18	5.8	30	-76	30
18	5.67	20	-64	54
18	5.46	30	-70	38
17	6.62	-2	-4	58
17	6.39	2	2	60
17	6.37	2	6	34
17	5.71	-6	-24	46
17	5.68	2	-6	34
17	5.49	2	6	54
16	9.1	-34	-10	68
16	8.68	-34	-14	70
16	7.93	-38	-26	70
16	7.93	-36	-4	66
16	7.81	-30	-22	74
16	7.68	-56	-24	52
15	8.5	-28	-62	66
15	5.78	-46	-52	60
15	5.72	-30	-66	54
15	5.43	-40	-46	54
15	4.91	-12	-64	68
15	4.55	-28	-70	60
14	6.61	24	-10	72
14	6.28	44	0	58
14	5.74	40	10	34
14	5.61	34	-2	66
14	4.82	54	18	46
14	4.8	48	10	34
13	5.26	18	-60	-56
13	5.17	8	-64	-50
13	5.08	-8	-62	-52
13	4.73	-12	-66	-46
13	4.13	-2	-70	-48
13	4.08	-2	-74	-46
12	6.93	-56	-16	16
12	6.4	-62	-16	16
12	5.98	-66	-12	14
12	5.01	-66	-18	26
12	3.32	-48	-24	14
11	6.21	50	22	-4
11	4.11	28	18	6
11	3.78	32	14	12
11	3.75	38	12	8
10	5.75	4	-42	54
10	4.96	10	-36	52
10	3.45	2	-50	62
9	5.67	-56	-64	6
9	4.74	-52	-60	10
9	4.11	-58	-58	-2
9	3.98	-56	-56	-6
8	6.28	10	-18	10
8	3.28	8	-30	6
7	4.74	-58	-32	14
7	4.51	-58	-48	10
7	4.3	-64	-40	20
7	4.18	-64	-36	18
7	3.32	-60	-44	18
6	4.43	66	-34	24
6	4.14	64	-38	30
6	4.08	62	-38	22
6	3.53	56	-30	32
6	3.37	64	-28	30
6	3.34	64	-26	26
5	5.19	16	10	-12
5	4.81	18	12	-2
4	4.3	42	44	34
4	4.09	46	42	26
4	3.64	38	42	40
4	3.64	46	36	24
4	3.61	40	34	20
4	3.29	48	44	20
3	4.75	-36	-10	0
3	4.09	-34	-2	0
3	3.52	-32	-26	2
3	3.48	-32	-22	0
3	3.33	-36	-18	-2
2	5.43	-58	10	10
1	4.29	48	52	12
1	4.25	46	54	6
