Cluster Index	Z	x	y	z	
10	8.53	42	-60	44
10	8.13	30	-96	0
10	7.54	26	-98	2
10	7.43	36	-90	0
10	7.3	30	-94	6
10	7.05	32	-78	20
9	10.8	-38	-72	-12
9	10.4	-44	-72	-16
9	8.92	-38	-92	-10
9	8.08	-38	-90	12
9	8.01	-28	-92	12
9	7.91	-32	-96	0
8	9.64	-32	-62	54
8	5.65	-44	-54	48
8	5.28	-46	-40	68
8	5.13	-40	-28	72
8	5.09	-28	-64	46
8	4.98	-54	-24	36
7	5.98	62	16	32
7	5.7	62	6	40
7	5.48	56	18	22
7	5.17	56	6	36
7	5	56	14	44
7	4.78	52	8	22
6	6.28	-30	-10	74
6	5.18	-22	-8	78
6	4.95	-14	-2	80
6	4.57	-36	-4	68
5	4.99	66	-28	40
5	4.27	54	-42	54
5	4.16	48	-40	66
5	3.93	60	-32	54
5	3.73	50	-42	58
5	3.54	68	-20	32
4	4.87	52	22	-4
4	4.29	44	18	2
4	3.81	36	24	-8
4	3.53	42	16	10
3	6.05	-58	2	44
3	4.98	-60	6	38
3	4.46	-56	-8	52
3	3.95	-54	0	36
2	5.71	-50	-22	18
2	3.54	-48	-14	14
2	3.14	-38	-28	20
1	4.04	6	-70	-20
1	3.61	0	-80	-24
1	3.35	2	-66	-12
